id	label	type
N2009	snob	syntactic
N2010	all–day	translation
N2010	all–day	semantic
N2011	spider	translation
N2011	spider	semantic
N2011	spider	syntactic
N2012	like	translation
N2012	like	semantic
N2012	like	syntactic
N2013	under	translation
N2013	under	semantic
N2013	under	syntactic
N2014	credit–card	translation
N2015	brother+law	translation
N2016	cooking	translation
N2016	cooking	semantic
N2017	kiss	systematicity
N2017	kiss	translation
N2017	kiss	semantic
N2017	kiss	syntactic
N2018	whisper_2	translation
N2019	self–1p+confident	translation
N2020	hunting	translation
N2020	hunting	semantic
N2021	willing	translation
N2021	willing	semantic
N2022	check	translation
N2022	check	semantic
N2022	check	syntactic
N2023	this–place	translation
N2024	culture	translation
N2024	culture	semantic
N2024	culture	syntactic
N2025	halloween_2	translation
N2025	halloween_2	syntactic
N2026	plus	translation
N2026	plus	semantic
N2026	plus	syntactic
N2027	fs–jellyfish	translation
N2028	break–down	translation
N2029	corn_3	translation
N2029	corn_3	syntactic
N2030	fs–i+phone	translation
N2031	thousand	translation
N2031	thousand	semantic
N2032	lutheran+agent	translation
N2033	play+agent	translation
N2034	fs–checkers	translation
N2035	#lab	translation
N2036	bitter	translation
N2036	bitter	semantic
N2037	morning	translation
N2037	morning	semantic
N2037	morning	syntactic
N2038	recycle	translation
N2038	recycle	semantic
N2039	back	translation
N2039	back	semantic
N2039	back	syntactic
N2040	strong	translation
N2040	strong	semantic
N2040	strong	syntactic
N2041	answer+agent	translation
N2042	#ac	translation
N2043	past_2+night	translation
N2044	crack	translation
N2044	crack	semantic
N2044	crack	syntactic
N2045	list–order–middle	translation
N2046	sick/silly	translation
N2047	blouse	translation
N2047	blouse	semantic
N2047	blouse	syntactic
N2048	rainbow	translation
N2048	rainbow	semantic
N2048	rainbow	syntactic
N2049	people+audience	translation
N2050	priority	translation
N2050	priority	semantic
N2050	priority	syntactic
N2051	world	semantic
N2051	world	translation
N2051	world	syntactic
N2052	blond	translation
N2052	blond	semantic
N2052	blond	syntactic
N2053	museum	translation
N2053	museum	semantic
N2053	museum	syntactic
N2054	psychiatry+agent	translation
N2055	brawl	translation
N2055	brawl	semantic
N2056	where	semantic
N2056	where	translation
N2056	where	syntactic
N2057	rain	semantic
N2057	rain	translation
N2057	rain	syntactic
N2058	dress/clothes	translation
N2059	paper–check/card	translation
N2060	die	translation
N2060	die	semantic
N2060	die	syntactic
N2061	prince	translation
N2061	prince	semantic
N2061	prince	syntactic
N2062	finger	translation
N2062	finger	semantic
N2062	finger	syntactic
N2063	arm	phonological
N2063	arm	translation
N2063	arm	semantic
N2063	arm	syntactic
N2063	arm	systematicity
N2064	flat/floor	translation
N2065	(1h)good/thank–you+(1h)morning	translation
N2066	hell	translation
N2066	hell	semantic
N2066	hell	syntactic
N2067	(1h)happy+new+year	translation
N2068	second–in–list	translation
N2069	specialty	translation
N2069	specialty	semantic
N2070	identification	translation
N2070	identification	semantic
N2071	like+(1h)neg	translation
N2072	bone	translation
N2072	bone	semantic
N2072	bone	syntactic
N2073	brother	semantic
N2073	brother	translation
N2073	brother	syntactic
N2074	eighty–eight	translation
N2074	eighty–eight	semantic
N2075	order	translation
N2075	order	semantic
N2076	crash	translation
N2076	crash	semantic
N2076	crash	syntactic
N2077	fall–in–love	translation
N2078	#po	translation
N2079	airplane+agent	translation
N2080	give–up	translation
N2081	fire/burn	translation
N2082	good+lucky	translation
N2083	next	translation
N2083	next	semantic
N2083	next	syntactic
N2084	calendar	translation
N2084	calendar	semantic
N2084	calendar	syntactic
N2085	thief	translation
N2085	thief	semantic
N2086	feather	translation
N2086	feather	semantic
N2087	from–now–on	translation
N2088	none	semantic
N2088	none	phonological
N2088	none	systematicity
N2088	none	translation
N2088	none	syntactic
N2089	therefore	translation
N2089	therefore	semantic
N2090	power	translation
N2090	power	semantic
N2090	power	syntactic
N2091	cent+twenty–five	translation
N2092	adventurous/sneaky	translation
N2093	(1h)good/thank–you+night	translation
N2094	couch	translation
N2094	couch	semantic
N2095	out	translation
N2095	out	semantic
N2095	out	syntactic
N2096	put–on–ring	translation
N2097	soda	translation
N2097	soda	semantic
N2097	soda	syntactic
N2098	five–months	translation
N2099	(r)show+agent	translation
N2100	work	translation
N2100	work	semantic
N2100	work	syntactic
N2101	touch	translation
N2101	touch	semantic
N2101	touch	syntactic
N2102	eighty–nine	translation
N2102	eighty–nine	semantic
N2103	dim	translation
N2103	dim	semantic
N2104	phone+hang–up–phone	translation
N2105	old+ninety–nine	translation
N2106	coffee	semantic
N2106	coffee	translation
N2106	coffee	syntactic
N2107	mop	translation
N2107	mop	semantic
N2107	mop	syntactic
N2107	mop	systematicity
N2108	#co	translation
N2109	agree	translation
N2109	agree	semantic
N2110	self–2p	translation
N2111	up–ahead	translation
N2112	blow–up	translation
N2113	fs–beaver	translation
N2114	four	translation
N2114	four	semantic
N2114	four	syntactic
N2115	take–subway	translation
N2116	valley	translation
N2116	valley	semantic
N2116	valley	syntactic
N2117	cup	semantic
N2117	cup	translation
N2117	cup	syntactic
N2118	visualize	translation
N2118	visualize	semantic
N2118	visualize	syntactic
N2119	so–so	translation
N2120	car+trunk	translation
N2121	engineering	translation
N2121	engineering	semantic
N2122	semester	translation
N2122	semester	semantic
N2123	get–close	translation
N2124	blood	translation
N2124	blood	semantic
N2124	blood	syntactic
N2125	mosquito	translation
N2125	mosquito	semantic
N2125	mosquito	syntactic
N2125	mosquito	systematicity
N2126	cross–my–heart	translation
N2127	trumpet	translation
N2127	trumpet	semantic
N2128	put–on–hearing–aid	translation
N2129	whew/relieved	translation
N2130	minute	semantic
N2130	minute	translation
N2130	minute	syntactic
N2131	camera–flash	translation
N2132	every–saturday	translation
N2133	thirty	translation
N2133	thirty	semantic
N2134	dish	translation
N2134	dish	semantic
N2135	every–sunday	translation
N2136	send/mail	translation
N2137	heaven	semantic
N2137	heaven	translation
N2137	heaven	syntactic
N2138	globe	translation
N2138	globe	semantic
N2139	quiet	translation
N2139	quiet	semantic
N2139	quiet	syntactic
N2140	nose+opposite	translation
N2141	percent	translation
N2141	percent	semantic
N2141	percent	syntactic
N2142	side	translation
N2142	side	semantic
N2142	side	syntactic
N2143	spit	translation
N2143	spit	semantic
N2144	find/find–out	translation
N2145	mirror	translation
N2145	mirror	semantic
N2145	mirror	syntactic
N2146	blink/wink	translation
N2147	temple	semantic
N2147	temple	translation
N2148	sew	translation
N2148	sew	semantic
N2148	sew	syntactic
N2149	ns–bulgaria	translation
N2150	fire+place	translation
N2151	small	semantic
N2151	small	translation
N2151	small	syntactic
N2152	ns–fort–worth–dallas	translation
N2153	transportation	translation
N2153	transportation	semantic
N2154	ns–nat–jerusalem	translation
N2155	should	semantic
N2155	should	translation
N2155	should	syntactic
N2157	word	semantic
N2157	word	translation
N2157	word	syntactic
N2158	ns–washington	translation
N2159	chew	semantic
N2159	chew	systematicity
N2159	chew	translation
N2160	use–sign–language	translation
N2161	ns–#kc	translation
N2162	accept	translation
N2162	accept	semantic
N2162	accept	syntactic
N2164	ns–netherlands	translation
N2165	ns–africa	translation
N2166	ring	semantic
N2166	ring	translation
N2166	ring	syntactic
N2168	butterfly	semantic
N2168	butterfly	translation
N2168	butterfly	syntactic
N2169	dresser	semantic
N2169	dresser	translation
N2169	dresser	syntactic
N2171	midnight	semantic
N2172	squirrel	semantic
N2172	squirrel	translation
N2172	squirrel	syntactic
N2175	school	semantic
N2175	school	translation
N2175	school	syntactic
N2176	juggle	semantic
N2176	juggle	syntactic
N2176	juggle	translation
N2177	float	semantic
N2177	float	systematicity
N2177	float	translation
N2178	ns–mickey–mouse	translation
N2179	horse	semantic
N2179	horse	translation
N2179	horse	syntactic
N2180	traffic	translation
N2180	traffic	semantic
N2180	traffic	syntactic
N2181	talk–to–self	translation
N2182	ns–germany	translation
N2183	tornado	semantic
N2183	tornado	syntactic
N2183	tornado	translation
N2184	button	semantic
N2184	button	translation
N2185	lollipop	semantic
N2185	lollipop	syntactic
N2185	lollipop	translation
N2188	window	semantic
N2188	window	translation
N2188	window	syntactic
N2190	vein	semantic
N2191	l	phonological
N2191	l	translation
N2191	l	semantic
N2192	ns–nat–hong–kong	translation
N2193	action	semantic
N2193	action	translation
N2193	action	syntactic
N2194	boot	semantic
N2195	monday	semantic
N2195	monday	translation
N2195	monday	syntactic
N2196	experience	semantic
N2196	experience	translation
N2196	experience	syntactic
N2197	tattle	semantic
N2197	tattle	translation
N2199	fork	semantic
N2199	fork	translation
N2199	fork	systematicity
N2200	wisdom	translation
N2200	wisdom	semantic
N2201	wine	semantic
N2201	wine	translation
N2201	wine	syntactic
N2202	subscribe	semantic
N2202	subscribe	translation
N2203	tattoo	semantic
N2205	camera	semantic
N2205	camera	translation
N2205	camera	syntactic
N2206	freshman	semantic
N2207	hope	semantic
N2207	hope	syntactic
N2207	hope	translation
N2208	purple	semantic
N2208	purple	translation
N2208	purple	syntactic
N2209	sometimes	semantic
N2209	sometimes	translation
N2209	sometimes	syntactic
N2210	red+dclface	translation
N2211	poor	semantic
N2211	poor	translation
N2211	poor	syntactic
N2212	dragon	semantic
N2212	dragon	translation
N2212	dragon	syntactic
N2213	ns–singapore	translation
N2214	struggle	semantic
N2214	struggle	translation
N2214	struggle	syntactic
N2216	ns–colorado	translation
N2217	pack	semantic
N2217	pack	syntactic
N2217	pack	translation
N2218	wheel	semantic
N2218	wheel	translation
N2218	wheel	syntactic
N2219	responsibility	semantic
N2219	responsibility	translation
N2219	responsibility	syntactic
N2220	ns–nat–china	translation
N2221	run–machine	translation
N2222	stand	semantic
N2222	stand	translation
N2222	stand	systematicity
N2223	o	phonological
N2223	o	translation
N2223	o	semantic
N2224	ns–ireland	translation
N2228	(l–x)thick	translation
N2229	ns–portugal	translation
N2230	ns–nat–denmark	translation
N2231	ns–nat–bombay	translation
N2232	ns–boston	translation
N2233	fix	semantic
N2233	fix	syntactic
N2233	fix	translation
N2234	function	semantic
N2234	function	syntactic
N2234	function	translation
N2235	ns–athens	translation
N2237	reason	semantic
N2237	reason	translation
N2237	reason	syntactic
N2238	pay–attention	translation
N2239	experiment	semantic
N2239	experiment	syntactic
N2239	experiment	translation
N2240	lecture	semantic
N2240	lecture	syntactic
N2240	lecture	translation
N2242	ns–greece	translation
N2243	rooster	semantic
N2243	rooster	translation
N2243	rooster	syntactic
N2245	movie	semantic
N2245	movie	translation
N2245	movie	syntactic
N2246	u	phonological
N2246	u	translation
N2246	u	semantic
N2249	climb	semantic
N2249	climb	translation
N2250	ns–new–york	translation
N2252	microwave	semantic
N2252	microwave	translation
N2252	microwave	syntactic
N2253	ns–nat–germany	translation
N2255	ns–china	translation
N2256	list–order–ix	translation
N2257	monkey	semantic
N2257	monkey	translation
N2257	monkey	syntactic
N2259	ns–quebec	translation
N2260	deer	semantic
N2260	deer	translation
N2260	deer	syntactic
N2261	ns–bangladesh	translation
N2262	weather	semantic
N2262	weather	syntactic
N2262	weather	translation
N2263	harmonica	semantic
N2263	harmonica	syntactic
N2263	harmonica	translation
N2264	ns–montana	translation
N2266	twenty	semantic
N2269	poetry	semantic
N2269	poetry	translation
N2271	child	semantic
N2271	child	translation
N2271	child	syntactic
N2272	trouble	semantic
N2272	trouble	translation
N2272	trouble	syntactic
N2274	encourage	semantic
N2274	encourage	translation
N2275	evaluate	semantic
N2275	evaluate	syntactic
N2275	evaluate	translation
N2276	ns–nat–jamaica	translation
N2277	ns–puerto–rico_2	translation
N2278	twelve	semantic
N2279	star	semantic
N2279	star	translation
N2279	star	syntactic
N2280	ns–nat–canada	translation
N2281	nephew	semantic
N2281	nephew	translation
N2281	nephew	syntactic
N2282	dclpile	translation
N2283	sign	semantic
N2283	sign	translation
N2283	sign	syntactic
N2285	ns–mcdonald	translation
N2286	n	phonological
N2286	n	translation
N2286	n	semantic
N2287	research	semantic
N2287	research	translation
N2287	research	syntactic
N2288	s	phonological
N2288	s	translation
N2288	s	semantic
N2289	light–weight	semantic
N2289	light–weight	translation
N2290	ns–miami	translation
N2291	twenty–one	semantic
N2292	isolated	semantic
N2292	isolated	syntactic
N2292	isolated	translation
N2293	play	semantic
N2293	play	translation
N2293	play	syntactic
N2294	ns–gallaudet	translation
N2295	elastic	semantic
N2296	ns–london	translation
N2297	ns–#sf	translation
N2298	mow	semantic
N2298	mow	translation
N2299	ns–nat–japan	translation
N2300	ns–africa+ns–america+agent	translation
N2301	commute	semantic
N2301	commute	translation
N2301	commute	syntactic
N2302	ns–france	translation
N2303	gray	semantic
N2303	gray	translation
N2303	gray	syntactic
N2304	ski	semantic
N2304	ski	syntactic
N2304	ski	translation
N2304	ski	systematicity
N2305	ns–charlotte	translation
N2306	ns–puerto–rico	translation
N2307	shore	semantic
N2308	ice–cream	semantic
N2308	ice–cream	translation
N2309	exploit	semantic
N2310	wednesday	semantic
N2310	wednesday	translation
N2310	wednesday	syntactic
N2313	see–saw	semantic
N2313	see–saw	translation
N2314	suitcase	semantic
N2314	suitcase	translation
N2315	excited	semantic
N2315	excited	translation
N2315	excited	syntactic
N2316	roller–skate	translation
N2318	wag	semantic
N2319	ns–nigeria	translation
N2323	#ha–ha	translation
N2324	ns–egypt	translation
N2325	tobacco	semantic
N2325	tobacco	syntactic
N2325	tobacco	translation
N2326	interpret	semantic
N2326	interpret	translation
N2326	interpret	syntactic
N2327	direct	semantic
N2327	direct	translation
N2328	work–out	translation
N2329	metal	semantic
N2329	metal	translation
N2329	metal	syntactic
N2330	abuse	semantic
N2331	ns–columbia	translation
N2332	flexible	semantic
N2332	flexible	translation
N2333	music	semantic
N2333	music	translation
N2333	music	syntactic
N2334	tiger	semantic
N2334	tiger	translation
N2334	tiger	syntactic
N2335	story	semantic
N2335	story	translation
N2335	story	systematicity
N2336	fantasy	semantic
N2336	fantasy	syntactic
N2336	fantasy	translation
N2337	ns–nat–guatemala	translation
N2338	ns–nat–cuba	translation
N2339	gold/ns–california+yellow	translation
N2340	church	semantic
N2340	church	translation
